Gene_ID	Ctrl_F1	Ctrl_F2	AIS_M1	Ctrl_M1	AIS_M2	Ctrl_M2	Ctrl_M3	AIS_M3	AIS_M4	AIS_M5	AIS_M6	Ctrl_M4	AIS_M7	Ctrl_F3	AIS_M8	AIS_M9	Ctrl_F4	AIS_M10	Ctrl_M5	AIS_F1	Ctrl_F5	Ctrl_F6	AIS_F2	AIS_F3	AIS_F4	AIS_F5	AIS_F6	Ctrl_F7
ENSG00000281649	1216	426	736	293	37	324	229	956	260	395	299	1519	1062	530	664	442	958	321	218	636	1081	949	451	980	1161	1595	397	234
ENSG00000281655	2	1	0	0	0	1	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000281657	336	296	1054	1347	386	810	2074	2041	679	1445	264	153	280	4325	436	1610	1244	1134	255	1282	852	2361	676	850	123	4037	1300	209
ENSG00000281664	114	3	475	235	503	12	202	283	4	4	60	479	0	62	5	387	553	13	202	265	3	780	2	242	0	49	4	767
ENSG00000281706	326	566	472	845	1254	345	661	494	387	1545	250	1583	1160	690	38	64	4968	221	145	352	1238	144	8020	2438.5	943	4756	1281	187
ENSG00000281710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	96
ENSG00000281721	11	457	293	135	927.5	403	1101	104	282	705	114	840	568	849	329	512	535	111	50	831	959	415	342	301	1235	1986.5	162.5	6
ENSG00000281731	11	208	186	908.5	10	5	8	16	3	9	67	5	3	714	273	13	909	8	68	104	56	776	6	9	4	134	30	1
ENSG00000281732	5	5	0	144	11	3	7	10	3	198	78	7	238	644	21	10	8	3	2	14	516	786	12	257	1	100	3	100
ENSG00000281769	225	8	552	21	1018	542	286	31	372	293	327	27	432	251	390	323	39	18	5	645	576	62	58	236	299	309	280	68
ENSG00000281778	68	156	390	1091	483	552	282	219	563.5	904	167	595	420	371	1049	1661	827	478	241	795	916	14	10	669	542	290	707	23
ENSG00000281780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281809	3	8	0	94	4	5	80	4	3	4	3	4	2	131	11	8	93	86	95	5	6	9	549	6	9	121	47	4
ENSG00000281831	604	115	5	18	703	233	379	268	274	267	138	331	10	1281	88	16	324	259	109	331	9	7	6	7	9	18	244	124
ENSG00000281832	3	9	14	174	5	12	711	382	15	320	1	10	12	246	14	4	14	9	60	302	316	10	8	37	131	205	4	9
ENSG00000281852	8	3	154	86	12	316	10	379	18	42	78	489	5	202	23	17	40	556	96	246	12	1250	5	6	289	132	32	2
ENSG00000281856	0	0	0	0	0	217	2	0	0	0	0	96	12	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0
ENSG00000281863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281880	538	5	128	488	12	12	682	628	167	342	7	392	746	437	208	14	829	10	102	180	1462	36	376.5	518	494	248	10	218
ENSG00000281881	0	0	1	70	0	0	1	1	1	0	0	0	0	1	0	0	1	2	0	3	0	0	0	0	0	0	0	0
ENSG00000281903	2169	3114	2338	2442	2507	3852	3583	3201	2692	3557	1570	5153	4201	2740	4047	4885	3947	2053	895	5207	8401	6307	7203	3394	4353	5770	3125	1748
ENSG00000281904	2	2	1	268	1	2	11	4	0	4	3	1	1	2	3	5	159	222	0	3	2	0	1	2	2	10	0	1
ENSG00000281910	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281912	6	82	164	31	484	48	202	206	218	181.5	220	110	435	30	12	8	210	14	269	643	21	18	7	4	25	1355.5	169	182
ENSG00000281920	1	6	0	4	0	3	2	3	2	19	2	6	1	3	8	15	162	1	0	4	4	3	3	12	0	3	4	0
ENSG00000281937	7	2	3	1	8	6	8	12	13	5	0	2	11	71	5	4	0	1	2	1	358	1	0	1	0	4	4	0
ENSG00000281961	295	593	49	831	876	990	579	758	897	1091	386	138	407	811	588	1051	229	816	159	2367	18	84	25	1808	831	503	650	131
ENSG00000282012	0	0	1	14	0	0	0	0	1	3	2	0	1	59	78	365	125	0	38	3	1	1	1	1	0	0	1	1
ENSG00000282021	2	127	73	225	334	195	20	15	179	233	70	33	144	465	312.5	21	1150	882	55	8	11	35	718	282	1120	4534	70	7
ENSG00000282033	0	0	0	0	3	0	0	0	0	1	0	0	0	30	0	0	92.5	2	0	0	0	1	0	1	0	6	0	0
ENSG00000282041	2	2	5	6	6	1	253	149	96	8	83	6	3	3	2	2	152	3	27	257	7	5	527	3	608	154	1	1
ENSG00000282057	5	138	11	1748	435	166.5	834.5	8	7	10	528	275	5	765	10	15	22	328	80	228	28	899.5	9	5	6	549	1	6
ENSG00000282080	0	0	2	3	7	0	1	3	0	0	0	0	1	27	2	2	13	0	1	0	4	1	3	0	2	18	0	0
ENSG00000282097	33708	28307	44159	18613	68988	24096	27472	51633	18485	37557	15716	52461	58865	4689	12136	40083	41655	17944	9803	24597	65815	48522	25508	10753	14533	10668	20877	19994
ENSG00000282111	412	5	217	220	12	4	18	245	264	11	10	6	6	236	13	7	431	222	6	291	18	11	7	278	95	712	8	2
ENSG00000282142	1	2	0	2	2	0	7	453	0	4	0	3	3	10	10	790	3	0	0	1	7	7	0	0	2	13	0	192
ENSG00000282143	5	3	3	107	9	2	3	4	95	20	5	13	7	4	7	8	20	6	21	7	7	9	9	9	3	208	157	3
ENSG00000282160	39	387	70	833	1515	474	117	512	384	1600	198	859	325	1044	1006	1700	427	923	85	672	2630	107	606	1203	475	1642	974	297
ENSG00000282265	1	0	81	0	4	130	4	0	322	1	141	0	3	29	380	12	0	2	0	1	497	4	0	0	0	3	0	0
ENSG00000282317	61	1	0	2	2	0	1	3	26	255	1	1	5	0	1	0	8	3	11	1	2	8	1	0	9	4	2	0
ENSG00000282375	5	1186	184	105	456	485	313	821	1	1632	335	358	9	77	613	569	14	189	99	1210	311	483	1231.5	905	3	2	479	376
ENSG00000282381	12	240	235	262	28	18	470	277	308	223	152	357	210	1838.075793	673	37	155	24	52	31	18	647	2373	238	15	185	7	232
ENSG00000282393	6	150	372	305	251.5	729	10	12	156	9	0	11	1	79	271	11.5	261	21	12	58	20	5	4	44	220	223	68	5
ENSG00000282418	15	12	9	71.5	952.5	118	531	738	297	73	811	285	561	117	123	1625	210	88	192	24	20	11	205	275	22	249	3	209
ENSG00000282440	0	0	0	34	0	0	1	1	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000282478	751	1346	528	770	1123	72	1310	1259	294	603	704	2907	965	201	526	428	1676	818	298	5864.5	3812	1423	646	2040	377.5	837	1982	989
ENSG00000282508	145	431	482	572	2793	1163	297	885	442	1204	909	1544	1384	966	259	753	885	718	195	549	1523	325	1089	531	375	502	327	758
ENSG00000282535	1	0	0	11	1	0	139	864	8	0	0	2	0	1	2	3	5	1	0	1	2	5	1	404	4	490	1	0
ENSG00000282556	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000282564	1492	924.5	2302	495	21	1605	2558	592	457	856	669	1675.5	1211	142	1041.25	2031.5	3663	1310	165	303	3172	1460	25	318	11	268	215	72
ENSG00000282572	241	220	0	196	1285	3	1	775	760	12	9	2	223	110	3	1	3	3	31	0	3	12	216	1	3	159	1	13
ENSG00000282591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282602	140	150	0	72	684	173	4	0	126	3	0	1	7	64	6	5	100	2	46	226	6	403	5	3	0	34	311	81
ENSG00000282686	0	1	0	2	1	1	0	1	2	1	0	325	0	0	0	1	0	3	0	0	0	0	0	1	0	74	1	0
ENSG00000282692	7	55	4	163	383	270	208	338	57	212	62	10	10	4	50	6	312	17	2	103	525	71	179	3	20	4	4	216
ENSG00000282718	0	1	1	0	2	1	0	1	2	5	92	342	5	22	0	0	112	2	6	2	1	4	0	0	3	101	0	0
ENSG00000282740	11	212	26	90	43	255	34	88	26	27	15	27	6	188	11	32	199	22	4	44	710	120	506	161	36	674	13	13
ENSG00000282759	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1
ENSG00000282787	0	0	4	1	1	2	2	196	0	0	0	1	1	123	3	5	1	0	0	1	5	0	1	2	1	2	0	1
ENSG00000282793	0	1	0	1	0	1	140	0	0	1	0	0	0	0	2	0	0	2	1	330	0	5	637	0	1	15	2	0
ENSG00000282807	0	1	0	0	2	232	0	1	0	3	0	0	0	31	6	0	4	2	9	1	5	3	0	0	3	16	1	0
ENSG00000282828	985	340	577	1261	2364	1853	3223	1565	1356	3462	1064	785	2369	593	1425	1633	1175	2682	330	1717	1898	2925	1413	1234	1386	390	1067	1511
ENSG00000282840	1889	2074	2171	4543	4452	2385	4541	2125	2476	3760	1574	4094	2029	3490	2155	1745	3223	2177	1117	2330	5029	2907	2879	4021	1584	5842.85888	1680	2385
ENSG00000282843	0	0	2	0	430	1	1	3	0	208	1	2	0	0	4	1	106	4	5	358	6	1	5	2	2	98	1	0
ENSG00000282849	2	0	2	1	0	1	1	1	0	7	0	3	0	1	2	0	0	324	1	0	4	2	1	5	0	0	0	0
ENSG00000282851	704	436	933	3487	1602	225	229	1256	272	558	415	37	354	487	38	287	503	607	158	1198	43	757	38	242	67	315	117	153
ENSG00000282860	0	0	0	0	2	0	0	0	0	0	0	0	0	38	2	1	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000282863	11766	15460	13579	16916.5	28164	16899	23348.5	19949.5	12783	18633	12663	23139	16931	23877	20567	29822.5	23982	24710	5909	47085.5	36796	31588	34409	16753	24247	23790	13278.5	10371.5
ENSG00000282876	0	3	1	0	4	0	165	4	1	5	0	3	0	1	3	2	1	1	28	2	5	7	0	146	2	0	0	0
ENSG00000282882	21	29	334	3337.5	31	87	2040	457	189	597	2091	30	4978.5	5120.896724	659	2433	1392	1605.5	238	505	1619	927	725	498	356	1535	779	15
ENSG00000282885	9	93	587	132	378	11	405	349	7	36	215	0	5	92	184	287	62	7	11	386	4	5	663	32	9	4	5	2
ENSG00000282887	0	0	1	0	0	1	0	187	0	0	0	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0
ENSG00000282890	3244	4312	5721	9744	8852	4813	5642	5802	2781	4995	4295	6286	3525	11011	6846	8889	8427	6018	1652	12492	5896	4978	7643	3306	4924	9649	4039	1967
ENSG00000282898	0	0	0	0	0	0	3	0	0	1	0	0	0	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282906	317	0	3	88	6	1	246	9	67	9	280	9	5	264	8	9	274	491	48	155	1	320	4	286	8	385	2	265
ENSG00000282914	0	0	2	0	0	0	2	0	1	14	0	0	2	150	1	0	1	19	0	1	0	0	0	1	1	3	3	0
ENSG00000282916	0	0	1	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	1	1	2	0	0	0	0	135
ENSG00000282925	4	4422	20	280	17	322	17	5	8	21	205	17	11	115	218	21	65	18	3	430	124	26	26	13	22	52	4	4
ENSG00000282940	0	1	0	0	0	0	0	2	0	0	0	0	0	33	0	2	0	0	11	2	0	0	0	1	0	0	0	0
ENSG00000282950	3	1	1	2	327	2	2	3	148	3	0	0	4	19	5	2	2	1	32	315	10	722	0	676	461	285	1	2
ENSG00000282952	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	75	0	0
ENSG00000282961	181	180	170	159	17	508	71	5	449	183	6	7	12	721	44	809	253	252	52	437	894	19	5	290	11	419	398	9
ENSG00000282965	3	70	1	1	3	0	0	4	0	1	0	0	1	62	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000282975	11	3	103	7	22	3	7	15	7	4	2	8	19	12	8	6	12	5	3	6	7	8	8	3	528	1	5	3
ENSG00000282987	2	2	0	0	0	0	0	0	0	6	0	0	2	17	3	11	0	0	0	0	0	6	4	0	1	1	2	0
ENSG00000282996	479	162	2	432	586	3	125	200	10	7	177	849	8	456	691	263	5	150	45	229	1469	13	329	228	422	244	132	286
ENSG00000282998	1375	1452.5	1252	4331	5525	1631	3029	1432	1395	1919.5	36	893	2132	6507	327	1229	1414	2324	962	2639	3482.5	3517	4508	345	3487	7427	1405.5	365
ENSG00000283000	817	87	4	168	435	7	113	388	4	270	262	1364	329	596	29	1451	507	9	1	12	538.5	1011	382	318	646	959.5	452	66
ENSG00000283003	221	502	449	3326	6469	696	44	2981	2472	843	497	3404.5	2322	4171	2841.5	4126.5	2449	3482	761	1596	4220.5	5592.5	57	1765.5	2647	3085	308	697
ENSG00000283010	1	2	62	150	0	2	8	270	1	135	1	3	4	59	62	2	3	0	0	6	0	5	7	5	2	1	2	1
ENSG00000283031	341	1748	128	1486.5	1735	293	272	534	457	199	346	528	420	1432	746	30	4993.5	24	150	717	2593	33	25	1888	69	2788	309	65
ENSG00000283033	260	2	248	99	6	178	237	4	1	3	1	216	369	628	403	32	130	218	2	582	7	586	483	142	4	134	1	2
ENSG00000283036	1	2	1	2	0	2	0	1	1	4	2	1	0	2	2	3	1	3	0	4	0	0	3	0	5	1	1	1
ENSG00000283044	514	2	1	150	5	8	10	298	0	108	3	4	12	966	7	39	9	6	53	7	403	841	7	105	7	801	3	120
ENSG00000283051	307	169	5	302	12	179	191	12	38	14	1	664	9	254	205	548	175	165	4	945	9	10	2	5	3	8	238	5
ENSG00000283052	2140.5	1781	1353	9635	5142.5	721	3625.5	4623.5	2841	2632.5	1915.5	1670.5	4616	13644.19558	2926	4279	2954.5	2635	498	5905	5129	1365.5	5140	2284	3178.5	4036	1851	1699
ENSG00000283053	0	1	0	119	2	2	1	0	0	0	1	1	1	18	0	0	0	1	0	3	0	0	0	0	0	1	0	0
ENSG00000283061	0	2	0	63	572	2	294	4	1	241	0	1	271	2	0	3	241	3	98	3	367	18	1	8	1	21	0	0
ENSG00000283072	883	2128	1756	5557	557.25	2312.5	1731	2358	1823.5	3387.25	1120	2759	974.5	4092	3078	4079.7	2527.5	384.25	437	1121	1461	1893.75	2770	3654.25	1536	8488	798	1421.5
ENSG00000283073	0	242	119	6	1	4	3	2	200	3	1	1	2	55	5	2	151	3	1	0	3	1	1	0	0	5	0	0
ENSG00000283075	3	0	1	0	0	0	0	0	1	0	2	0	0	46	151	3	2	1	0	134	0	0	0	0	0	1	119	1
ENSG00000283078	95	157	1	118	117	124	390	273	80	9	6	227	3	138	4	349	581	48	48	3	6	1	4	267	4	0	3	0
ENSG00000283083	229	184	1	156	337	312	546	194	144	379	1	172	493	54	105	337	4	185	1	2	322	4	1	0	361	255	1	185
ENSG00000283095	23	172	212	29	866	31	880	65	220	62	288	591	31	392	329	74	199	321	124	452	539	319	70	239	52	325	160	122
ENSG00000283096	203	84	1	0	483	3	2	1	160	0	0	6	2	16	1	8	4	1	0	532	2	3	2	5	0	213	1	3
ENSG00000283108	2	1	1	2	292	2	2	5	1	197	4	2	3	6	1	3	6	6	0	9	11	4	5	1	6	0	4	201
ENSG00000283117	7927.5	6112	5140	13321	11562	2816	9013	5879	6253.5	7050	5221	8367	7805	14255	9981	12815.5	7796	6744.5	3110	7372.5	23963	13512	14565.5	4342	14399	16779	5718	2658
ENSG00000283136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283141	0	0	1	2	3	2	1	2	0	5	1656	0	1	37	189	9	2	1	1	2	14	901	1	6	3	0	177	1
ENSG00000283148	9	424	578	1284	1934	838	7	14	228	9	9	368	708	60	12	11	421	14	81	19	9	43	830.5	258	10	85	11	0
ENSG00000283183	0	3	105	340	2	2	2	0	3	1	3	4	147	57	114	443	5	1	18	3	5	5	9	178	1	2	1	2
ENSG00000283196	1304	966	266	3575	3700	1944	304	2124	339	641	261	2195	876	3694	1560	2261	806	1743	240	2350	1176	2643	481	1182	598	1361	1603	58
ENSG00000283213	158	56	206	818	1473	270	831	648	167	508	179	951	1198	358	583	36	1445	1293	59	55	49	1011	1002	445	352	5365	158	4
ENSG00000283215	13	206	3	167	22	17	15	258	300	30	10	562	16	142	212	35	313	21	10	395	420	12	20	33	9	409	13	64
ENSG00000283217	1533	1135	2044	2208	791	1649	2701	2337	494	3055	600	3926	3072	5393	2002	2647	2926	1953	312	2524	3600	708	2315	1760	2288	2057	2256	1014
ENSG00000283235	3	70	2	3	1	1	0	176	1	5	1	0	0	6	0	2	3	36	1	0	2	0	3	2	4	5	1	70
ENSG00000283240	685	713	1520	4655.108105	5667.5	3604	1517	1967	1826	1964	507	1020	1014	5802	2263.5	2311	1797	771	255	3236	2598.5	2832	7146	590	4475	4266	1231	521
ENSG00000283249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283255	1	0	0	1	0	0	0	0	0	4	0	2	255	0	1	0	0	1	1	0	1	0	0	0	4	0	0	1
ENSG00000283256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283258	1401	1644	1259	992	3848	1696	1134	1040	734	1133	463	657	1264	1318	1246	846	797	936	301	1203	2501	1243	1674	1243	1199	1098	563	273
ENSG00000283262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283265	0	0	0	87	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	243	0	2	0	0	1	0	0	0
ENSG00000283271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283274	0	1	0	0	1	0	1	0	0	3	0	0	0	0	1	0	1	4	0	0	21	0	0	0	0	0	0	0
ENSG00000283286	119	0	3	11	0	0	0	1	7	1	0	1	0	93	7	0	2	0	0	1	7	0	0	0	0	91	0	0
ENSG00000283290	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283291	0	162	2	122	5	0	195	2	0	18.62697359	9	1	3	0	5	11	3	205	0	4	29	18.13458004	326	3	11	2	6	4
ENSG00000283293	0	0	1	1	5	2	2	437	1	9	84	2	0	91	4	3	0	0	0	2	1	3	0	0	401	2	2	0
ENSG00000283300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283304	557	263	733	562	708	748	592	491	568	570	301	539	291	688	44	921	320	1376	129	542	590	1393	1221	178	644	1242	344	114
ENSG00000283313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283314	1	148	67	0	7	134	2	0	0	283	0	1	1	270	389	7	3	0	11	2	3	1	5	0	8	159	0	1
ENSG00000283317	3775.5	2072	5011	1195	421	3623	2989	3200	2605	465	19	1062	114	94	431	562	501	805	4813	1905	1802	11837	2989	918	3399	587	1005	3291
ENSG00000283331	10	10	8	65	365	9	19	10	613	8	6	10	22	455	12	19	16	337	2	14	10	68	692	10	13	39	15	103
ENSG00000283337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283352	349	714	703	666	2910	250	1524	1615	653	1003	260	916	627	177	1250	841	457	1326	98	1167	3095	865	1780	816	1808	186	849	910
ENSG00000283360	0	72	0	0	1	0	3	0	0	5	101	2	281	10	3	3	1	2	0	272	530	1	0	1	3	0	0	0
ENSG00000283367	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283380	3822	2801.5	4515	8465	7980	4825	4588	5632.5	3113	6890	4947	5811	5437	23902	6301	6128	7324	6441	1782	10309	8811	8127	5319	5224	8166	9658	4165	2516
ENSG00000283383	4	3	1	2	4	4	1	2	3	0	103	2	0	54	638	2	2	1	4	950	5	12	2	0	6	160	115	0
ENSG00000283392	0	0	2	0	2	3	3	1	129	1	0	558	2	40	1	4	7	0	2	2	4	0	2	3	1	6	1	0
ENSG00000283400	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
ENSG00000283405	0	0	0	1	0	0	0	0	0	0	0	0	0	58	0	1	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000283408	1990	1693	1518	3572	3059	2558	2514	2790	761	2496	1001	3304	2463	4584	1475	2495	1679	3097	791	4358	5252	3180	3136	1803	2147	7426.472422	2000	925
ENSG00000283412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283413	172	280	303	364	1374	729	1616	932	572	654	228	1115	198	2142	1376	525	963	1757	162	1021	1504	2063	1648	438	1599	2286	309	319
ENSG00000283414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283415	209	49	443	1630	980	759	1384	1222	565	509	458	541	1808	1223	1838	751	1924	768	335	906	76	67	618	710	1505	4592	348	282
ENSG00000283417	875	1277	413	362	1466	93	1306	2031	10944	1431	7	17	10	53	568	1335	329	1316	30	437	3285	755	18	1356	30	288	1242	751
ENSG00000283418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283422	1	231	250	120	231	287	1	19	6	14	49	5	5	174	10	281	12	8	62	667	11	2	521	187	2	5	11	6
ENSG00000283423	0	1	0	1	386	1	83	1	2	0	0	0	1	120	1	1	0	0	0	426	3	1	0	2	3	1	1	0
ENSG00000283432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283433	96	6	2	41	302	129	229	2	1	415	1	3	2	0	2	2	135	4	22	379	6	9	464	4	340	1	0	1
ENSG00000283436	3	2	0	79	4	5	5	146	2	11	64	13	6	76	13	17	141	9	6	2	15	10	12	1	4	7	2	7
ENSG00000283440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	74	1	0
ENSG00000283442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283445	7	217	132	156	7	451	263	219	2	252	1	249	319	2801	94	274	7	4	1	227	8	549	9	231	7	114	2	156
ENSG00000283452	0	0	0	0	1	2	0	0	96	0	0	0	0	1	190	8	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000283457	253	170	44	376	519	240	1315	54	27	415	13	1074	40	218	39	921	487	182	56	522	160	698	21	417	534	953	24	113
ENSG00000283458	260	30	271	454	11	3	7	205	183	2	1	0	5	628	5	9	8	5	1	12	304	12	6	164	3	164	5	4
ENSG00000283459	2	156	223	3	198	0	0	4	3	9	8	7	4	67	7	3	8	9	1	8	9	12	340	1	3	212	4	6
ENSG00000283462	7	138	14	963	1025	234	610	638	270	280	170	334	87	529	386	24	31	12	17	380	15	15	20	224	23	195	371	294
ENSG00000283489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283503	2	12	0	80	0	0	0	1	0	0	0	1	0	29	1	3	0	1	1	0	5	0	0	0	0	0	1	181
ENSG00000283504	1	1	2	1	3	1	272	2	2	169	1	2	120	42	8	45	6	3	2	0	1	4	22	0	40	5	1	10
ENSG00000283509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283517	384	133	8	629	1487	518	532	448	225	131	220	726	16	1154	43	41	312	24	131	828	762.5	758	27	576	1547	3325.5	549	7
ENSG00000283518	1602	681	1208	1967	2008	1092	1928	3607	1025	2345	44	2511	1356	5977	2020	1384	1544	1055	583	2382	2026	3212	3250	1437	2017	3609	368	1166
ENSG00000283519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283538	0	2	0	0	0	0	0	260	0	2	1	1	0	0	3	3	0	0	0	0	1	0	0	1	0	0	0	1
ENSG00000283545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283546	0	1	0	0	1	0	0	2	0	0	0	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000283551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283554	2958	1083	2232	2540	4228	2366	3171	1972	2449	1564	1825	2761	1794	4217	3684	4218	3943.002359	2490	571	2748	5459	2206	3887	2144	5311	2253	2144	1403
ENSG00000283555	0	0	0	0	0	0	0	0	0	0	111	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000283564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283568	0	0	2	1	0	1	1	4	2	0	0	0	2	0	1	1	1	0	1	3	0	3	3	1	2	1	1	179.3074833
ENSG00000283573	12385	5634	4734	5257	6642	7642	9608	7998	7276	7252	3984	8824	8451	1933	5380	10911	6288	8558	1547	8713	32450	17317	9535	7153	7438	2732	5348	3071
ENSG00000283575	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283579	0	0	0	0	5	1	0	1	0	1	0	276	1	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0
ENSG00000283584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283585	1	154	328	204	934	565	4	67	155	83	279	1	368	68	814	16	4	29	21	1119	536	15	646	3	2	263	142	1
ENSG00000283608	1	0	0	0	1	0	0	1	0	0	0	1	1	204	4	0	0	0	0	0	0	1	0	0	0	4	1	0
ENSG00000283618	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000283627	1	0	1	2	1	1	1	0	1	256	0	2	4	1	0	1	0	0	0	1	2	0	3	0	0	266	0	0
ENSG00000283631	4	3	1	114	1333	148	54	316	61	411	1	7	4	262	221	550	193	4	5	12	696	7	504	335	4	16	102	2
ENSG00000283633	1743	1008	410	1423	1049	2263	1788	1747	1558	1447	2025	2696	73	777	2922	2135	2383	2826	146	1676	2364	1592	3456	1764	840	1943	1136	1599
ENSG00000283646	6	102	247	228	11	3	3	5	66	6	1	1	10	330	13	453	1	6	84	195	2	4	2	1	8	203	0	0
ENSG00000283648	70	158	338	286	20	13	336	28	136	13	3	12	9	279	160	26	28	4	1	12	374	4	17	7	442	300	270	8
ENSG00000283662	2	1	1	1	3	0	0	3	0	2	4	0	2	106	4	7	0	2	0	2	5	8	2	83	2	73	2	110
